ilan_id,id,Aciklama_Yetenek_Eslesme_Sayisi,Aciklama_Yetenek_Eslesen_Kelimeler,Aciklama_Dil_Eslesme_Sayisi,Aciklama_Dil_Eslesen_Kelimeler,Konum_Eslesme_Sayisi,Konum_Eslesen_Kelimeler,Egitim_Eslesme_Sayisi,Egitim_Eslesen_Kelimeler,Deneyim_Eslesme
220,7,0,,0,,0,,1,lisans,1
220,12,0,,0,,0,,1,lisans,1
220,13,0,,0,,1,i̇stanbul,0,,1
220,14,0,,0,,1,i̇stanbul,1,lisans,1
220,15,0,,0,,1,i̇stanbul,1,lisans,0
220,16,0,,0,,1,i̇stanbul,0,,0
220,8,0,,0,,0,,1,lisans,1
220,11,0,,0,,0,,1,lisans,1
220,12,0,,0,,1,i̇stanbul,1,lisans,0
221,1,0,,0,,1,i̇stanbul,0,,1
221,2,0,,0,,1,i̇stanbul,0,,1
221,3,2,"office, ms",0,,1,i̇stanbul,1,lise,1
221,4,0,,0,,1,i̇stanbul,0,,1
221,5,0,,0,,0,,0,,1
221,6,2,"ilişkileri, i̇nsan",0,,0,,0,,1
221,7,0,,0,,0,,0,,1
221,12,0,,0,,0,,0,,1
221,13,0,,0,,1,i̇stanbul,0,,1
221,14,1,erp,0,,1,i̇stanbul,0,,1
221,15,0,,0,,1,i̇stanbul,0,,1
221,16,1,erp,0,,1,i̇stanbul,0,,1
221,8,0,,0,,0,,0,,1
221,11,0,,0,,0,,0,,1
221,12,0,,0,,1,i̇stanbul,0,,1
222,1,0,,0,,1,i̇stanbul,0,,1
222,2,0,,0,,1,i̇stanbul,0,,1
222,3,0,,0,,1,i̇stanbul,1,lise,1
222,4,0,,0,,1,i̇stanbul,0,,1
222,5,0,,0,,0,,0,,1
222,6,0,,0,,0,,0,,1
222,7,0,,0,,0,,0,,1
222,12,0,,0,,0,,0,,1
222,13,0,,0,,1,i̇stanbul,0,,1
222,14,0,,0,,1,i̇stanbul,0,,1
222,15,0,,0,,1,i̇stanbul,0,,1
222,16,0,,0,,1,i̇stanbul,0,,1
222,8,0,,0,,0,,0,,1
222,11,0,,0,,0,,0,,1
222,12,0,,0,,1,i̇stanbul,0,,1
223,1,0,,0,,0,,0,,1
223,2,0,,0,,0,,0,,1
223,3,0,,0,,0,,0,,1
223,4,0,,0,,0,,0,,1
223,5,0,,0,,0,,0,,1
223,6,0,,0,,0,,0,,1
223,7,0,,0,,0,,0,,1
223,12,0,,0,,0,,0,,1
223,13,0,,0,,0,,0,,1
223,14,0,,0,,0,,0,,1
223,15,0,,0,,0,,0,,1
223,16,0,,0,,0,,0,,1
223,8,0,,0,,0,,0,,1
223,11,0,,0,,0,,0,,1
223,12,0,,0,,0,,0,,1
224,1,0,,0,,1,i̇stanbul,0,,0
224,2,0,,0,,1,i̇stanbul,0,,1
224,3,2,"office, ms",0,,1,i̇stanbul,0,,1
224,4,0,,0,,1,i̇stanbul,0,,0
224,5,0,,0,,0,,0,,0
224,6,1,ilişkileri,0,,0,,0,,1
224,7,0,,0,,0,,0,,1
224,12,0,,0,,0,,0,,0
224,13,0,,0,,1,i̇stanbul,0,,1
224,14,0,,0,,1,i̇stanbul,0,,0
224,15,0,,0,,1,i̇stanbul,0,,0
224,16,0,,0,,1,i̇stanbul,1,önlisans,0
224,8,0,,0,,0,,0,,1
224,11,0,,0,,0,,0,,0
224,12,0,,0,,1,i̇stanbul,0,,0
225,1,1,veri,0,,1,i̇stanbul,0,,1
225,2,1,iş,0,,1,i̇stanbul,0,,1
225,3,3,"office, iletişim, ms",0,,1,i̇stanbul,0,,1
225,4,2,"çözme, problem",0,,1,i̇stanbul,0,,1
225,5,0,,0,,0,,0,,1
225,6,1,iletişim,0,,0,,0,,1
225,7,0,,0,,0,,0,,1
225,12,0,,0,,0,,0,,1
225,13,0,,0,,1,i̇stanbul,0,,1
225,14,0,,0,,1,i̇stanbul,0,,1
225,15,0,,0,,1,i̇stanbul,0,,1
225,16,0,,0,,1,i̇stanbul,1,önlisans,1
225,8,0,,0,,0,,0,,1
225,11,0,,0,,0,,0,,1
225,12,0,,0,,1,i̇stanbul,0,,1
226,1,0,,0,,1,i̇stanbul,1,lisans,1
226,2,0,,0,,1,i̇stanbul,1,lisans,1
226,3,0,,0,,1,i̇stanbul,0,,1
226,4,0,,0,,1,i̇stanbul,1,lisans,1
226,5,0,,0,,0,,0,,1
226,6,0,,0,,0,,1,lisans,1
226,7,0,,0,,0,,1,lisans,1
226,12,0,,0,,0,,1,lisans,1
226,13,0,,0,,1,i̇stanbul,0,,1
226,14,0,,0,,1,i̇stanbul,1,lisans,1
226,15,0,,0,,1,i̇stanbul,1,lisans,1
226,16,0,,0,,1,i̇stanbul,0,,1
226,8,0,,0,,0,,1,lisans,1
226,11,0,,0,,0,,1,lisans,1
226,12,0,,0,,1,i̇stanbul,1,lisans,1
227,1,0,,0,,0,,0,,1
227,2,0,,0,,0,,0,,1
227,3,0,,0,,0,,0,,1
227,4,0,,0,,0,,0,,1
227,5,0,,0,,0,,0,,1
227,6,0,,0,,0,,0,,1
227,7,0,,0,,0,,0,,1
227,12,0,,0,,0,,0,,1
227,13,0,,0,,0,,0,,1
227,14,0,,0,,0,,0,,1
227,15,0,,0,,0,,0,,1
227,16,0,,0,,0,,0,,1
227,8,0,,0,,0,,0,,1
227,11,0,,0,,0,,0,,1
227,12,0,,0,,0,,0,,1
228,1,0,,0,,0,,0,,1
228,2,0,,0,,0,,0,,1
228,3,0,,0,,0,,0,,1
228,4,0,,0,,0,,0,,1
228,5,0,,0,,0,,1,lisansüstü,1
228,6,0,,0,,0,,0,,1
228,7,0,,0,,0,,0,,1
228,12,0,,0,,0,,0,,1
228,13,0,,0,,0,,1,lisansüstü,1
228,14,0,,0,,0,,0,,1
228,15,0,,0,,0,,0,,1
228,16,0,,0,,0,,0,,1
228,8,0,,0,,0,,0,,1
228,11,0,,0,,0,,0,,1
228,12,0,,0,,0,,0,,1
229,1,0,,1,i̇ngilizce,0,,0,,1
229,2,0,,1,i̇ngilizce,0,,0,,1
229,3,2,"iletişim, ms",1,i̇ngilizce,0,,1,lise,1
229,4,0,,1,i̇ngilizce,0,,0,,1
229,5,0,,2,"almanca, i̇ngilizce",1,aydın,0,,1
229,6,1,iletişim,1,almanca,0,,0,,1
229,7,2,"bilgisi, analiz",1,almanca,0,,0,,1
229,12,0,,1,almanca,0,,0,,1
229,13,0,,1,almanca,0,,0,,1
229,14,0,,1,almanca,0,,0,,1
229,15,0,,1,almanca,0,,0,,1
229,16,0,,1,almanca,0,,0,,1
229,8,0,,0,,0,,0,,1
229,11,0,,1,i̇ngilizce,0,,0,,1
229,12,0,,2,"i̇ngilizce, almanca",0,,0,,1
230,1,0,,1,i̇ngilizce,0,,1,lisans,1
230,2,0,,1,i̇ngilizce,0,,1,lisans,0
230,3,1,iletişim,1,i̇ngilizce,0,,0,,0
230,4,0,,1,i̇ngilizce,0,,1,lisans,1
230,5,0,,1,i̇ngilizce,0,,0,,0
230,6,1,iletişim,0,,0,,1,lisans,0
230,7,1,analiz,0,,0,,1,lisans,0
230,12,0,,0,,0,,1,lisans,1
230,13,0,,0,,0,,0,,0
230,14,0,,0,,0,,1,lisans,1
230,15,0,,0,,0,,1,lisans,1
230,16,0,,0,,0,,0,,1
230,8,0,,0,,0,,1,lisans,0
230,11,0,,1,i̇ngilizce,0,,1,lisans,1
230,12,0,,1,i̇ngilizce,0,,1,lisans,0
231,1,0,,0,,1,i̇stanbul,1,lisans,0
231,2,1,kalite,0,,1,i̇stanbul,1,lisans,0
231,3,2,"office, iletişim",0,,1,i̇stanbul,0,,0
231,4,2,"çözme, problem",0,,1,i̇stanbul,1,lisans,1
231,5,0,,0,,0,,1,lisansüstü,0
231,6,1,iletişim,0,,0,,1,lisans,0
231,7,0,,0,,0,,1,lisans,0
231,12,0,,0,,0,,1,lisans,0
231,13,0,,0,,1,i̇stanbul,1,lisansüstü,0
231,14,0,,0,,1,i̇stanbul,1,lisans,0
231,15,0,,0,,1,i̇stanbul,1,lisans,0
231,16,0,,0,,1,i̇stanbul,0,,0
231,8,0,,0,,0,,1,lisans,0
231,11,0,,0,,0,,1,lisans,1
231,12,0,,0,,1,i̇stanbul,1,lisans,0
232,1,1,analizi,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
232,2,2,"iş, kalite",1,i̇ngilizce,1,i̇stanbul,1,lisans,1
232,3,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
232,4,4,"geliştirme, yazılım, çözme, problem",1,i̇ngilizce,1,i̇stanbul,1,lisans,1
232,5,0,,1,i̇ngilizce,0,,0,,1
232,6,0,,0,,0,,1,lisans,1
232,7,2,"bilgisi, analiz",0,,0,,1,lisans,1
232,12,0,,0,,0,,1,lisans,1
232,13,0,,0,,1,i̇stanbul,0,,1
232,14,0,,0,,1,i̇stanbul,1,lisans,1
232,15,0,,0,,1,i̇stanbul,1,lisans,1
232,16,0,,0,,1,i̇stanbul,0,,1
232,8,0,,0,,0,,1,lisans,1
232,11,0,,1,i̇ngilizce,0,,1,lisans,1
232,12,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
233,1,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
233,2,2,"iş, güvenliği",1,i̇ngilizce,1,i̇stanbul,1,lisans,1
233,3,3,"office, iletişim, ms",1,i̇ngilizce,1,i̇stanbul,0,,1
233,4,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
233,5,0,,1,i̇ngilizce,0,,0,,1
233,6,1,iletişim,0,,0,,1,lisans,1
233,7,0,,0,,0,,1,lisans,1
233,12,0,,0,,0,,1,lisans,1
233,13,0,,0,,1,i̇stanbul,0,,1
233,14,0,,0,,1,i̇stanbul,1,lisans,1
233,15,0,,0,,1,i̇stanbul,1,lisans,1
233,16,0,,0,,1,i̇stanbul,0,,1
233,8,0,,0,,0,,1,lisans,1
233,11,0,,1,i̇ngilizce,0,,1,lisans,1
233,12,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
234,1,0,,0,,1,i̇stanbul,0,,1
234,2,0,,0,,1,i̇stanbul,0,,1
234,3,1,ms,0,,1,i̇stanbul,1,lise,0
234,4,0,,0,,1,i̇stanbul,0,,1
234,5,0,,0,,0,,0,,0
234,6,0,,0,,0,,0,,1
234,7,0,,0,,0,,0,,1
234,12,0,,0,,0,,0,,1
234,13,0,,0,,1,i̇stanbul,0,,1
234,14,0,,0,,1,i̇stanbul,0,,1
234,15,0,,0,,1,i̇stanbul,0,,0
234,16,0,,0,,1,i̇stanbul,0,,0
234,8,0,,0,,0,,0,,1
234,11,0,,0,,0,,0,,1
234,12,0,,0,,1,i̇stanbul,0,,0
235,1,0,,0,,1,i̇stanbul,0,,1
235,2,0,,0,,1,i̇stanbul,0,,1
235,3,3,"office, iletişim, ms",0,,1,i̇stanbul,1,lise,1
235,4,1,problem,0,,1,i̇stanbul,0,,1
235,5,0,,0,,0,,0,,1
235,6,1,iletişim,0,,0,,0,,1
235,7,0,,0,,0,,0,,1
235,12,0,,0,,0,,0,,1
235,13,0,,0,,1,i̇stanbul,0,,1
235,14,0,,0,,1,i̇stanbul,0,,1
235,15,0,,0,,1,i̇stanbul,0,,1
235,16,0,,0,,1,i̇stanbul,0,,1
235,8,0,,0,,0,,0,,1
235,11,0,,0,,0,,0,,1
235,12,0,,0,,1,i̇stanbul,0,,1
236,1,1,analizi,1,i̇ngilizce,0,,1,lisans,1
236,2,1,iş,1,i̇ngilizce,0,,1,lisans,1
236,3,2,"office, ms",1,i̇ngilizce,0,,0,,1
236,4,2,"geliştirme, yazılım",1,i̇ngilizce,0,,1,lisans,1
236,5,0,,1,i̇ngilizce,0,,0,,1
236,6,2,"ilişkileri, i̇nsan",0,,0,,1,lisans,1
236,7,0,,0,,0,,1,lisans,1
236,12,0,,0,,0,,1,lisans,1
236,13,0,,0,,0,,0,,1
236,14,0,,0,,0,,1,lisans,1
236,15,0,,0,,0,,1,lisans,1
236,16,0,,0,,0,,0,,1
236,8,0,,0,,0,,1,lisans,1
236,11,0,,1,i̇ngilizce,0,,1,lisans,1
236,12,0,,1,i̇ngilizce,0,,1,lisans,1
237,1,0,,0,,0,,1,lisans,1
237,2,0,,0,,0,,1,lisans,1
237,3,0,,0,,0,,0,,1
237,4,0,,0,,0,,1,lisans,1
237,5,0,,0,,0,,0,,1
237,6,1,i̇nsan,0,,0,,1,lisans,1
237,7,0,,0,,0,,1,lisans,1
237,12,0,,0,,0,,1,lisans,1
237,13,0,,0,,0,,0,,1
237,14,0,,0,,0,,1,lisans,1
237,15,0,,0,,0,,1,lisans,1
237,16,0,,0,,0,,0,,1
237,8,0,,0,,0,,1,lisans,1
237,11,0,,0,,0,,1,lisans,1
237,12,0,,0,,0,,1,lisans,1
238,1,1,veri,0,,1,i̇stanbul,0,,0
238,2,1,iş,0,,1,i̇stanbul,0,,0
238,3,1,iletişim,0,,1,i̇stanbul,0,,0
238,4,1,bilgisayar,0,,1,i̇stanbul,0,,0
238,5,0,,0,,0,,0,,0
238,6,1,iletişim,0,,0,,0,,0
238,7,0,,0,,0,,0,,0
238,12,0,,0,,0,,0,,0
238,13,0,,0,,1,i̇stanbul,0,,0
238,14,0,,0,,1,i̇stanbul,0,,0
238,15,0,,0,,1,i̇stanbul,0,,0
238,16,0,,0,,1,i̇stanbul,0,,0
238,8,0,,0,,0,,0,,0
238,11,0,,0,,0,,0,,0
238,12,0,,0,,1,i̇stanbul,0,,0
239,1,0,,0,,0,,1,lisans,1
239,2,0,,0,,0,,1,lisans,1
239,3,0,,0,,0,,0,,1
239,4,1,bilgisayar,0,,0,,1,lisans,0
239,5,0,,0,,0,,0,,0
239,6,0,,0,,0,,1,lisans,1
239,7,0,,0,,0,,1,lisans,1
239,12,0,,0,,0,,1,lisans,0
239,13,0,,0,,0,,0,,1
239,14,0,,0,,0,,1,lisans,1
239,15,0,,0,,0,,1,lisans,0
239,16,0,,0,,0,,0,,0
239,8,0,,0,,0,,1,lisans,1
239,11,0,,0,,0,,1,lisans,0
239,12,0,,0,,0,,1,lisans,0
240,1,0,,0,,0,,1,lisans,1
240,2,0,,0,,0,,1,lisans,1
240,3,1,office,0,,0,,0,,1
240,4,0,,0,,0,,1,lisans,1
240,5,0,,0,,0,,0,,1
240,6,0,,0,,0,,1,lisans,1
240,7,0,,0,,0,,1,lisans,1
240,12,0,,0,,0,,1,lisans,1
240,13,0,,0,,0,,0,,1
240,14,0,,0,,0,,1,lisans,1
240,15,0,,0,,0,,1,lisans,1
240,16,0,,0,,0,,0,,1
240,8,0,,0,,0,,1,lisans,1
240,11,0,,0,,0,,1,lisans,1
240,12,0,,0,,0,,1,lisans,1
241,1,0,,1,i̇ngilizce,0,,1,lisans,1
241,2,1,kalite,1,i̇ngilizce,0,,1,lisans,1
241,3,0,,1,i̇ngilizce,0,,0,,1
241,4,1,geliştirme,1,i̇ngilizce,0,,1,lisans,1
241,5,0,,1,i̇ngilizce,0,,0,,1
241,6,0,,0,,0,,1,lisans,1
241,7,0,,0,,0,,1,lisans,1
241,12,0,,0,,0,,1,lisans,1
241,13,0,,0,,0,,0,,1
241,14,0,,0,,0,,1,lisans,1
241,15,0,,0,,0,,1,lisans,1
241,16,0,,0,,0,,0,,1
241,8,0,,0,,0,,1,lisans,1
241,11,0,,1,i̇ngilizce,0,,1,lisans,1
241,12,0,,1,i̇ngilizce,0,,1,lisans,1
242,1,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
242,2,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
242,3,1,iletişim,1,i̇ngilizce,1,i̇stanbul,1,lise,1
242,4,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
242,5,0,,1,i̇ngilizce,0,,0,,1
242,6,1,iletişim,0,,0,,0,,1
242,7,0,,0,,0,,0,,1
242,12,0,,0,,0,,0,,1
242,13,0,,0,,1,i̇stanbul,0,,1
242,14,0,,0,,1,i̇stanbul,0,,1
242,15,0,,0,,1,i̇stanbul,0,,1
242,16,0,,0,,1,i̇stanbul,0,,1
242,8,0,,0,,0,,0,,1
242,11,0,,1,i̇ngilizce,0,,0,,1
242,12,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
243,1,0,,0,,1,i̇stanbul,0,,1
243,2,0,,0,,1,i̇stanbul,0,,1
243,3,0,,0,,1,i̇stanbul,1,lise,1
243,4,0,,0,,1,i̇stanbul,0,,1
243,5,0,,0,,0,,0,,1
243,6,1,ilişkileri,0,,0,,0,,1
243,7,0,,0,,0,,0,,1
243,12,0,,0,,0,,0,,1
243,13,0,,0,,1,i̇stanbul,0,,1
243,14,0,,0,,1,i̇stanbul,0,,1
243,15,0,,0,,1,i̇stanbul,0,,1
243,16,0,,0,,1,i̇stanbul,0,,1
243,8,0,,0,,0,,0,,1
243,11,0,,0,,0,,0,,1
243,12,0,,0,,1,i̇stanbul,0,,1
244,1,0,,0,,0,,0,,1
244,2,0,,0,,0,,0,,1
244,3,2,"office, ms",0,,0,,1,lise,1
244,4,0,,0,,0,,0,,1
244,5,0,,0,,0,,0,,1
244,6,0,,0,,1,antalya,0,,1
244,7,0,,0,,0,,0,,1
244,12,0,,0,,0,,0,,1
244,13,0,,0,,0,,0,,1
244,14,0,,0,,0,,0,,1
244,15,0,,0,,0,,0,,1
244,16,0,,0,,0,,0,,1
244,8,0,,0,,0,,0,,1
244,11,0,,0,,0,,0,,1
244,12,0,,0,,0,,0,,1
245,1,0,,0,,0,,0,,1
245,2,1,iş,0,,0,,0,,1
245,3,2,"office, ms",0,,0,,0,,0
245,4,0,,0,,0,,0,,1
245,5,0,,0,,0,,0,,0
245,6,0,,0,,0,,0,,1
245,7,0,,0,,0,,0,,1
245,12,0,,0,,0,,0,,1
245,13,0,,0,,0,,0,,1
245,14,0,,0,,0,,0,,1
245,15,0,,0,,0,,0,,1
245,16,0,,0,,0,,1,önlisans,1
245,8,0,,0,,0,,0,,1
245,11,0,,0,,0,,0,,1
245,12,0,,0,,0,,0,,0
246,1,0,,1,i̇ngilizce,0,,1,lisans,1
246,2,0,,1,i̇ngilizce,0,,1,lisans,1
246,3,2,"office, ms",1,i̇ngilizce,0,,0,,1
246,4,0,,1,i̇ngilizce,0,,1,lisans,1
246,5,0,,1,i̇ngilizce,0,,0,,1
246,6,0,,0,,1,antalya,1,lisans,1
246,7,1,analiz,0,,0,,1,lisans,1
246,12,0,,0,,0,,1,lisans,1
246,13,0,,0,,0,,0,,1
246,14,1,erp,0,,0,,1,lisans,1
246,15,0,,0,,0,,1,lisans,1
246,16,1,erp,0,,0,,0,,1
246,8,0,,0,,0,,1,lisans,1
246,11,0,,1,i̇ngilizce,0,,1,lisans,1
246,12,0,,1,i̇ngilizce,0,,1,lisans,1
247,1,1,analizi,0,,0,,1,lisans,1
247,2,1,kalite,0,,0,,1,lisans,1
247,3,1,office,0,,0,,0,,1
247,4,2,"çözme, problem",0,,0,,1,lisans,1
247,5,0,,0,,0,,0,,1
247,6,0,,0,,0,,1,lisans,1
247,7,1,analiz,0,,0,,1,lisans,1
247,12,0,,0,,0,,1,lisans,1
247,13,0,,0,,0,,0,,1
247,14,0,,0,,0,,1,lisans,1
247,15,0,,0,,0,,1,lisans,1
247,16,0,,0,,0,,0,,1
247,8,0,,0,,0,,1,lisans,1
247,11,0,,0,,0,,1,lisans,1
247,12,0,,0,,0,,1,lisans,1
248,1,0,,0,,0,,0,,0
248,2,3,"iş, kalite, güvenliği",0,,0,,0,,0
248,3,0,,0,,0,,1,lise,0
248,4,0,,0,,0,,0,,1
248,5,0,,0,,0,,0,,0
248,6,0,,0,,0,,0,,0
248,7,0,,0,,0,,0,,0
248,12,0,,0,,0,,0,,0
248,13,0,,0,,0,,0,,0
248,14,0,,0,,0,,0,,0
248,15,0,,0,,0,,0,,1
248,16,0,,0,,0,,0,,1
248,8,0,,0,,0,,0,,0
248,11,0,,0,,0,,0,,1
248,12,0,,0,,0,,0,,0
249,1,0,,0,,0,,0,,1
249,2,0,,0,,0,,0,,1
249,3,1,iletişim,0,,0,,1,lise,1
249,4,0,,0,,0,,0,,1
249,5,0,,0,,0,,0,,1
249,6,1,iletişim,0,,0,,0,,1
249,7,0,,0,,0,,0,,1
249,12,0,,0,,0,,0,,1
249,13,0,,0,,0,,0,,1
249,14,0,,0,,0,,0,,1
249,15,0,,0,,0,,0,,1
249,16,0,,0,,0,,0,,1
249,8,0,,0,,0,,0,,1
249,11,0,,0,,0,,0,,1
249,12,0,,0,,0,,0,,1
250,1,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
250,2,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
250,3,1,iletişim,1,i̇ngilizce,1,i̇stanbul,1,lise,1
250,4,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
250,5,0,,1,i̇ngilizce,0,,0,,0
250,6,1,iletişim,0,,0,,0,,1
250,7,0,,0,,0,,0,,1
250,12,0,,0,,0,,0,,1
250,13,0,,0,,1,i̇stanbul,0,,1
250,14,0,,0,,1,i̇stanbul,0,,1
250,15,0,,0,,1,i̇stanbul,0,,1
250,16,0,,0,,1,i̇stanbul,0,,1
250,8,0,,0,,0,,0,,1
250,11,0,,1,i̇ngilizce,0,,0,,1
250,12,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
251,1,0,,0,,1,i̇stanbul,1,lisans,0
251,2,1,iş,0,,1,i̇stanbul,1,lisans,0
251,3,0,,0,,1,i̇stanbul,0,,0
251,4,0,,0,,1,i̇stanbul,1,lisans,0
251,5,1,c,0,,0,,1,lisansüstü,0
251,6,0,,0,,0,,1,lisans,0
251,7,0,,0,,0,,1,lisans,0
251,12,0,,0,,0,,1,lisans,0
251,13,0,,0,,1,i̇stanbul,1,lisansüstü,0
251,14,0,,0,,1,i̇stanbul,1,lisans,0
251,15,0,,0,,1,i̇stanbul,1,lisans,1
251,16,0,,0,,1,i̇stanbul,0,,0
251,8,0,,0,,0,,1,lisans,0
251,11,0,,0,,0,,1,lisans,0
251,12,0,,0,,1,i̇stanbul,1,lisans,0
252,1,0,,0,,0,,1,lisans,1
252,2,2,"iş, güvenliği",0,,0,,1,lisans,1
252,3,2,"office, ms",0,,0,,0,,1
252,4,0,,0,,0,,1,lisans,1
252,5,1,c,0,,0,,0,,1
252,6,0,,0,,0,,1,lisans,1
252,7,0,,0,,0,,1,lisans,1
252,12,0,,0,,0,,1,lisans,1
252,13,0,,0,,0,,0,,1
252,14,0,,0,,0,,1,lisans,1
252,15,0,,0,,0,,1,lisans,1
252,16,0,,0,,0,,0,,1
252,8,0,,0,,0,,1,lisans,1
252,11,0,,0,,0,,1,lisans,1
252,12,0,,0,,0,,1,lisans,1
253,1,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
253,2,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
253,3,0,,1,i̇ngilizce,1,i̇stanbul,0,,1
253,4,2,"yazılım, bilgisayar",1,i̇ngilizce,1,i̇stanbul,1,lisans,1
253,5,0,,1,i̇ngilizce,0,,0,,1
253,6,0,,0,,0,,1,lisans,1
253,7,1,bilgisi,0,,0,,1,lisans,1
253,12,0,,0,,0,,1,lisans,1
253,13,0,,0,,1,i̇stanbul,0,,1
253,14,0,,0,,1,i̇stanbul,1,lisans,1
253,15,0,,0,,1,i̇stanbul,1,lisans,1
253,16,0,,0,,1,i̇stanbul,0,,1
253,8,0,,0,,0,,1,lisans,1
253,11,0,,1,i̇ngilizce,0,,1,lisans,1
253,12,0,,1,i̇ngilizce,1,i̇stanbul,1,lisans,1
254,1,0,,0,,0,,1,lisans,1
254,2,0,,0,,0,,1,lisans,1
254,3,0,,0,,0,,0,,1
254,4,0,,0,,0,,1,lisans,1
254,5,0,,0,,0,,0,,1
254,6,0,,0,,0,,1,lisans,1
254,7,0,,0,,0,,1,lisans,1
254,12,0,,0,,0,,1,lisans,1
254,13,0,,0,,0,,0,,1
254,14,0,,0,,0,,1,lisans,1
254,15,0,,0,,0,,1,lisans,1
254,16,0,,0,,0,,0,,1
254,8,0,,0,,0,,1,lisans,1
254,11,0,,0,,0,,1,lisans,1
254,12,0,,0,,0,,1,lisans,1
255,1,0,,0,,1,i̇stanbul,0,,1
255,2,0,,0,,1,i̇stanbul,0,,1
255,3,0,,0,,1,i̇stanbul,1,lise,1
255,4,0,,0,,1,i̇stanbul,0,,1
255,5,0,,0,,0,,0,,1
255,6,0,,0,,0,,0,,1
255,7,0,,0,,0,,0,,1
255,12,0,,0,,0,,0,,1
255,13,0,,0,,1,i̇stanbul,0,,1
255,14,0,,0,,1,i̇stanbul,0,,1
255,15,0,,0,,1,i̇stanbul,0,,1
255,16,0,,0,,1,i̇stanbul,0,,1
255,8,0,,0,,0,,0,,1
255,11,0,,0,,0,,0,,1
255,12,0,,0,,1,i̇stanbul,0,,1
256,1,0,,0,,0,,0,,1
256,2,0,,0,,0,,0,,1
256,3,0,,0,,0,,1,lise,1
256,4,0,,0,,0,,0,,1
256,5,0,,0,,0,,0,,1
256,6,0,,0,,0,,0,,1
256,7,0,,0,,0,,0,,1
256,12,0,,0,,0,,0,,1
256,13,0,,0,,0,,0,,1
256,14,0,,0,,0,,0,,1
256,15,0,,0,,0,,0,,1
256,16,0,,0,,0,,0,,1
256,8,0,,0,,0,,0,,1
256,11,0,,0,,0,,0,,1
256,12,0,,0,,0,,0,,1
257,1,0,,0,,0,,0,,1
257,2,0,,0,,0,,0,,1
257,3,0,,0,,0,,0,,1
257,4,0,,0,,0,,0,,1
257,5,0,,0,,0,,0,,0
257,6,0,,0,,0,,0,,1
257,7,0,,0,,0,,0,,1
257,12,0,,0,,0,,0,,1
257,13,0,,0,,0,,0,,1
257,14,0,,0,,0,,0,,1
257,15,0,,0,,0,,0,,0
257,16,0,,0,,0,,0,,0
257,8,0,,0,,0,,0,,1
257,11,0,,0,,0,,0,,1
257,12,0,,0,,0,,0,,0
258,1,0,,0,,0,,0,,1
258,2,0,,0,,0,,0,,1
258,3,0,,0,,0,,1,lise,1
258,4,0,,0,,0,,0,,1
258,5,0,,0,,0,,0,,1
258,6,1,ilişkileri,0,,0,,0,,1
258,7,0,,0,,0,,0,,1
258,12,0,,0,,0,,0,,1
258,13,0,,0,,0,,0,,1
258,14,0,,0,,0,,0,,1
258,15,0,,0,,0,,0,,1
258,16,0,,0,,0,,0,,1
258,8,0,,0,,0,,0,,1
258,11,0,,0,,0,,0,,1
258,12,0,,0,,0,,0,,1
259,1,0,,0,,0,,0,,1
259,2,0,,0,,0,,0,,1
259,3,2,"office, ms",0,,0,,1,lise,1
259,4,0,,0,,0,,0,,1
259,5,0,,0,,0,,0,,1
259,6,0,,0,,0,,0,,1
259,7,0,,0,,0,,0,,1
259,12,0,,0,,0,,0,,1
259,13,0,,0,,0,,0,,1
259,14,0,,0,,0,,0,,1
259,15,0,,0,,0,,0,,1
259,16,0,,0,,0,,0,,1
259,8,0,,0,,0,,0,,1
259,11,0,,0,,0,,0,,1
259,12,0,,0,,0,,0,,1
260,1,0,,0,,0,,1,lisans,1
260,2,0,,0,,0,,1,lisans,1
260,3,0,,0,,0,,0,,0
260,4,0,,0,,0,,1,lisans,1
260,5,0,,0,,0,,0,,0
260,6,0,,0,,0,,1,lisans,1
260,7,0,,0,,0,,1,lisans,1
260,12,0,,0,,0,,1,lisans,1
260,13,0,,0,,0,,0,,1
260,14,0,,0,,0,,1,lisans,1
260,15,0,,0,,0,,1,lisans,0
260,16,0,,0,,0,,0,,0
260,8,0,,0,,0,,1,lisans,1
260,11,0,,0,,0,,1,lisans,1
260,12,0,,0,,0,,1,lisans,0
261,1,0,,0,,0,,0,,1
261,2,0,,0,,0,,0,,1
261,3,0,,0,,0,,1,lise,0
261,4,0,,0,,0,,0,,1
261,5,0,,0,,0,,0,,0
